Year,Gender,Age_range,Amount_of_reading_per_year
2017,1,50s,0
2017,1,50s,0
2017,1,50s,0
2017,1,50s,0
2017,1,50s,0
2017,1,50s,0
2017,1,50s,0
2017,1,50s,0
2017,1,50s,0
2017,1,50s,0
2017,1,50s,0
2017,1,50s,0
2017,1,50s,0
2017,1,50s,3
2017,1,50s,10
2017,1,50s,10
2017,1,50s,10
2017,1,50s,10
2017,1,50s,10
2017,1,50s,13
2017,1,50s,11
2017,1,50s,11
2017,1,50s,12
2017,1,50s,120
2017,1,50s,2
2017,1,50s,2
2017,1,50s,2
2017,1,50s,2
2017,1,50s,2
2017,1,50s,2
2017,1,50s,20
2017,1,50s,20
2017,1,50s,20
2017,1,50s,20
2017,1,50s,24
2017,1,50s,3
2017,1,50s,3
2017,1,50s,3
2017,1,50s,30
2017,1,50s,600
2017,1,50s,4
2017,1,50s,4
2017,1,50s,10
2017,1,50s,5
2017,1,50s,5
2017,1,50s,5
2017,1,50s,5
2017,1,50s,6
2017,1,50s,7
2017,1,50s,80
2017,1,50s,9
2017,1,50s,9
2017,1,50s,9
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,1
2017,2,50s,1
2017,2,50s,3
2017,2,50s,10
2017,2,50s,10
2017,2,50s,10
2017,2,50s,10
2017,2,50s,11
2017,2,50s,13
2017,2,50s,2
2017,2,50s,2
2017,2,50s,2
2017,2,50s,2
2017,2,50s,2
2017,2,50s,20
2017,2,50s,20
2017,2,50s,20
2017,2,50s,20
2017,2,50s,24
2017,2,50s,25
2017,2,50s,3
2017,2,50s,3
2017,2,50s,3
2017,2,50s,3
2017,2,50s,4
2017,2,50s,4
2017,2,50s,40
2017,2,50s,8
2017,2,50s,9
2017,1,50s,0
2017,1,50s,0
2017,1,50s,0
2017,1,50s,0
2017,1,50s,0
2017,1,50s,0
2017,1,50s,0
2017,1,50s,0
2017,1,50s,0
2017,1,50s,0
2017,1,50s,0
2017,1,50s,0
2017,1,50s,0
2017,1,50s,0
2017,1,50s,0
2017,1,50s,0
2017,1,50s,0
2017,1,50s,0
2017,1,50s,0
2017,1,50s,0
2017,1,50s,0
2017,1,50s,0
2017,1,50s,0
2017,1,50s,0
2017,1,50s,0
2017,1,50s,0
2017,1,50s,0
2017,1,50s,0
2017,1,50s,0
2017,1,50s,0
2017,1,50s,0
2017,1,50s,1
2017,1,50s,1
2017,1,50s,1
2017,1,50s,1
2017,1,50s,10
2017,1,50s,10
2017,1,50s,10
2017,1,50s,10
2017,1,50s,10
2017,1,50s,10
2017,1,50s,100
2017,1,50s,13
2017,1,50s,160
2017,1,50s,2
2017,1,50s,20
2017,1,50s,20
2017,1,50s,20
2017,1,50s,20
2017,1,50s,22
2017,1,50s,3
2017,1,50s,3
2017,1,50s,3
2017,1,50s,3
2017,1,50s,30
2017,1,50s,30
2017,1,50s,30
2017,1,50s,31
2017,1,50s,34
2017,1,50s,34
2017,1,50s,40
2017,1,50s,42
2017,1,50s,7
2017,1,50s,50
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,0
2017,2,50s,1
2017,2,50s,1
2017,2,50s,1
2017,2,50s,10
2017,2,50s,10
2017,2,50s,10
2017,2,50s,10
2017,2,50s,2
2017,2,50s,2
2017,2,50s,2
2017,2,50s,20
2017,2,50s,20
2017,2,50s,22
2017,2,50s,26
2017,2,50s,3
2017,2,50s,3
2017,2,50s,3
2017,2,50s,33
2017,2,50s,5
2017,2,50s,8
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,10
2017,1,60over,10
2017,1,60over,10
2017,1,60over,10
2017,1,60over,10
2017,1,60over,12
2017,1,60over,15
2017,1,60over,2
2017,1,60over,2
2017,1,60over,2
2017,1,60over,20
2017,1,60over,23
2017,1,60over,25
2017,1,60over,3
2017,1,60over,3
2017,1,60over,30
2017,1,60over,36
2017,1,60over,4
2017,1,60over,4
2017,1,60over,40
2017,1,60over,5
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,1
2017,2,60over,1
2017,2,60over,1
2017,2,60over,1
2017,2,60over,10
2017,2,60over,10
2017,2,60over,10
2017,2,60over,10
2017,2,60over,10
2017,2,60over,100
2017,2,60over,12
2017,2,60over,12
2017,2,60over,14
2017,2,60over,2
2017,2,60over,2
2017,2,60over,20
2017,2,60over,20
2017,2,60over,20
2017,2,60over,20
2017,2,60over,23
2017,2,60over,24
2017,2,60over,3
2017,2,60over,3
2017,2,60over,30
2017,2,60over,30
2017,2,60over,5
2017,2,60over,5
2017,2,60over,5
2017,2,60over,5
2017,2,60over,5
2017,2,60over,9
2017,2,60over,9
2017,2,60over,9
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,1
2017,1,60over,10
2017,1,60over,10
2017,1,60over,10
2017,1,60over,10
2017,1,60over,10
2017,1,60over,10
2017,1,60over,10
2017,1,60over,10
2017,1,60over,2
2017,1,60over,2
2017,1,60over,21
2017,1,60over,23
2017,1,60over,31
2017,1,60over,4
2017,1,60over,4
2017,1,60over,5
2017,1,60over,5
2017,1,60over,5
2017,1,60over,8
2017,1,60over,9
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,1
2017,2,60over,10
2017,2,60over,10
2017,2,60over,10
2017,2,60over,10
2017,2,60over,10
2017,2,60over,10
2017,2,60over,10
2017,2,60over,10
2017,2,60over,10
2017,2,60over,12
2017,2,60over,12
2017,2,60over,14
2017,2,60over,15
2017,2,60over,2
2017,2,60over,2
2017,2,60over,2
2017,2,60over,2
2017,2,60over,20
2017,2,60over,20
2017,2,60over,20
2017,2,60over,22
2017,2,60over,22
2017,2,60over,24
2017,2,60over,3
2017,2,60over,3
2017,2,60over,30
2017,2,60over,33
2017,2,60over,4
2017,2,60over,8
2017,2,60over,9
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,1
2017,1,60over,1
2017,1,60over,1
2017,1,60over,10
2017,1,60over,10
2017,1,60over,10
2017,1,60over,10
2017,1,60over,10
2017,1,60over,13
2017,1,60over,2
2017,1,60over,2
2017,1,60over,2
2017,1,60over,20
2017,1,60over,20
2017,1,60over,20
2017,1,60over,20
2017,1,60over,3
2017,1,60over,30
2017,1,60over,5
2017,1,60over,9
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,1
2017,2,60over,10
2017,2,60over,10
2017,2,60over,10
2017,2,60over,10
2017,2,60over,10
2017,2,60over,10
2017,2,60over,10
2017,2,60over,100
2017,2,60over,11
2017,2,60over,11
2017,2,60over,11
2017,2,60over,12
2017,2,60over,2
2017,2,60over,2
2017,2,60over,2
2017,2,60over,20
2017,2,60over,20
2017,2,60over,24
2017,2,60over,3
2017,2,60over,30
2017,2,60over,30
2017,2,60over,4
2017,2,60over,40
2017,2,60over,5
2017,2,60over,50
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,150
2017,1,60over,6
2017,1,60over,10
2017,1,60over,10
2017,1,60over,10
2017,1,60over,10
2017,1,60over,10
2017,1,60over,100
2017,1,60over,100
2017,1,60over,12
2017,1,60over,13
2017,1,60over,2
2017,1,60over,2
2017,1,60over,20
2017,1,60over,20
2017,1,60over,22
2017,1,60over,3
2017,1,60over,30
2017,1,60over,30
2017,1,60over,30
2017,1,60over,5
2017,1,60over,50
2017,1,60over,9
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,2
2017,2,60over,1
2017,2,60over,1
2017,2,60over,10
2017,2,60over,10
2017,2,60over,10
2017,2,60over,11
2017,2,60over,2
2017,2,60over,2
2017,2,60over,2
2017,2,60over,2
2017,2,60over,20
2017,2,60over,20
2017,2,60over,20
2017,2,60over,20
2017,2,60over,20
2017,2,60over,22
2017,2,60over,3
2017,2,60over,3
2017,2,60over,30
2017,2,60over,4
2017,2,60over,5
2017,2,60over,6
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,1
2017,1,60over,1
2017,1,60over,1
2017,1,60over,1
2017,1,60over,1
2017,1,60over,10
2017,1,60over,10
2017,1,60over,40
2017,1,60over,15
2017,1,60over,2
2017,1,60over,2
2017,1,60over,2
2017,1,60over,2
2017,1,60over,20
2017,1,60over,20
2017,1,60over,20
2017,1,60over,20
2017,1,60over,20
2017,1,60over,22
2017,1,60over,23
2017,1,60over,24
2017,1,60over,3
2017,1,60over,3
2017,1,60over,30
2017,1,60over,30
2017,1,60over,5
2017,1,60over,6
2017,1,60over,60
2017,1,60over,9
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,4
2017,2,60over,1
2017,2,60over,1
2017,2,60over,1
2017,2,60over,10
2017,2,60over,10
2017,2,60over,10
2017,2,60over,10
2017,2,60over,10
2017,2,60over,10
2017,2,60over,10
2017,2,60over,11
2017,2,60over,12
2017,2,60over,12
2017,2,60over,2
2017,2,60over,20
2017,2,60over,20
2017,2,60over,200
2017,2,60over,22
2017,2,60over,3
2017,2,60over,3
2017,2,60over,3
2017,2,60over,30
2017,2,60over,4
2017,2,60over,5
2017,2,60over,50
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,1
2017,1,60over,1
2017,1,60over,1
2017,1,60over,10
2017,1,60over,10
2017,1,60over,10
2017,1,60over,10
2017,1,60over,100
2017,1,60over,2
2017,1,60over,2
2017,1,60over,20
2017,1,60over,22
2017,1,60over,22
2017,1,60over,25
2017,1,60over,3
2017,1,60over,4
2017,1,60over,5
2017,1,60over,50
2017,1,60over,6
2017,1,60over,60
2017,1,60over,70
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,1
2017,2,60over,10
2017,2,60over,10
2017,2,60over,10
2017,2,60over,12
2017,2,60over,13
2017,2,60over,2
2017,2,60over,2
2017,2,60over,2
2017,2,60over,20
2017,2,60over,200
2017,2,60over,3
2017,2,60over,4
2017,2,60over,6
2017,2,60over,9
2017,2,60over,9
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,1
2017,1,60over,10
2017,1,60over,10
2017,1,60over,10
2017,1,60over,10
2017,1,60over,160
2017,1,60over,2
2017,1,60over,2
2017,1,60over,2
2017,1,60over,20
2017,1,60over,30
2017,1,60over,4
2017,1,60over,4
2017,1,60over,4
2017,1,60over,4
2017,1,60over,40
2017,1,60over,5
2017,1,60over,9
2017,1,60over,9
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,1
2017,2,60over,1
2017,2,60over,10
2017,2,60over,10
2017,2,60over,10
2017,2,60over,2
2017,2,60over,2
2017,2,60over,20
2017,2,60over,20
2017,2,60over,20
2017,2,60over,3
2017,2,60over,8
2017,2,60over,9
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,10
2017,1,60over,12
2017,1,60over,13
2017,1,60over,2
2017,1,60over,2
2017,1,60over,23
2017,1,60over,24
2017,1,60over,4
2017,1,60over,4
2017,1,60over,5
2017,1,60over,6
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,1
2017,2,60over,1
2017,2,60over,10
2017,2,60over,10
2017,2,60over,11
2017,2,60over,12
2017,2,60over,13
2017,2,60over,2
2017,2,60over,20
2017,2,60over,20
2017,2,60over,23
2017,2,60over,25
2017,2,60over,3
2017,2,60over,3
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,1
2017,1,60over,1
2017,1,60over,10
2017,1,60over,10
2017,1,60over,10
2017,1,60over,10
2017,1,60over,12
2017,1,60over,12
2017,1,60over,14
2017,1,60over,2
2017,1,60over,3
2017,1,60over,3
2017,1,60over,3
2017,1,60over,4
2017,1,60over,40
2017,1,60over,6
2017,1,60over,60
2017,1,60over,80
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,1
2017,2,60over,10
2017,2,60over,10
2017,2,60over,10
2017,2,60over,10
2017,2,60over,10
2017,2,60over,10
2017,2,60over,10
2017,2,60over,10
2017,2,60over,13
2017,2,60over,13
2017,2,60over,13
2017,2,60over,2
2017,2,60over,20
2017,2,60over,20
2017,2,60over,3
2017,2,60over,3
2017,2,60over,6
2017,2,60over,6
2017,2,60over,8
2017,2,60over,9
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,1
2017,1,60over,1
2017,1,60over,10
2017,1,60over,10
2017,1,60over,2
2017,1,60over,2
2017,1,60over,22
2017,1,60over,24
2017,1,60over,3
2017,1,60over,3
2017,1,60over,30
2017,1,60over,40
2017,1,60over,40
2017,1,60over,5
2017,1,60over,9
2017,1,60over,9
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,10
2017,2,60over,10
2017,2,60over,10
2017,2,60over,13
2017,2,60over,13
2017,2,60over,2
2017,2,60over,2
2017,2,60over,20
2017,2,60over,24
2017,2,60over,25
2017,2,60over,30
2017,2,60over,4
2017,2,60over,4
2017,2,60over,5
2017,2,60over,5
2017,2,60over,9
2017,2,60over,9
2017,2,60over,9
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,10
2017,1,60over,10
2017,1,60over,13
2017,1,60over,2
2017,1,60over,20
2017,1,60over,20
2017,1,60over,20
2017,1,60over,20
2017,1,60over,24
2017,1,60over,25
2017,1,60over,3
2017,1,60over,4
2017,1,60over,6
2017,1,60over,6
2017,1,60over,6
2017,1,60over,70
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,1
2017,2,60over,10
2017,2,60over,10
2017,2,60over,10
2017,2,60over,10
2017,2,60over,10
2017,2,60over,100
2017,2,60over,20
2017,2,60over,20
2017,2,60over,40
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,1
2017,1,60over,10
2017,1,60over,10
2017,1,60over,10
2017,1,60over,10
2017,1,60over,2
2017,1,60over,20
2017,1,60over,25
2017,1,60over,3
2017,1,60over,4
2017,1,60over,5
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,10
2017,2,60over,10
2017,2,60over,2
2017,2,60over,20
2017,2,60over,20
2017,2,60over,23
2017,2,60over,4
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,1
2017,1,60over,10
2017,1,60over,10
2017,1,60over,100
2017,1,60over,2
2017,1,60over,20
2017,1,60over,20
2017,1,60over,20
2017,1,60over,4
2017,1,60over,50
2017,1,60over,6
2017,1,60over,9
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,1
2017,2,60over,10
2017,2,60over,11
2017,2,60over,11
2017,2,60over,13
2017,2,60over,15
2017,2,60over,2
2017,2,60over,20
2017,2,60over,20
2017,2,60over,24
2017,2,60over,3
2017,2,60over,30
2017,2,60over,9
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,0
2017,1,60over,1
2017,1,60over,1
2017,1,60over,12
2017,1,60over,2
2017,1,60over,20
2017,1,60over,22
2017,1,60over,3
2017,1,60over,40
2017,1,60over,5
2017,1,60over,6
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
2017,2,60over,0
