Year,Gender,Age_range,Amount_of_reading_per_year
2017,1,30s,10
2017,1,30s,10
2017,1,30s,10
2017,1,30s,10
2017,1,30s,30
2017,1,30s,11
2017,1,30s,12
2017,1,30s,2
2017,1,30s,20
2017,1,30s,20
2017,1,30s,20
2017,1,30s,20
2017,1,30s,20
2017,1,30s,20
2017,1,30s,23
2017,1,30s,400
2017,1,30s,22
2017,1,30s,22
2017,1,30s,24
2017,1,30s,26
2017,1,30s,3
2017,1,30s,3
2017,1,30s,3
2017,1,30s,7
2017,1,30s,8
2017,1,30s,30
2017,1,30s,34
2017,1,30s,5
2017,1,30s,5
2017,1,30s,5
2017,1,30s,15
2017,1,30s,17
2017,1,30s,9
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,2
2017,2,30s,3
2017,2,30s,4
2017,2,30s,1
2017,2,30s,1
2017,2,30s,1
2017,2,30s,10
2017,2,30s,10
2017,2,30s,10
2017,2,30s,20
2017,2,30s,11
2017,2,30s,13
2017,2,30s,13
2017,2,30s,15
2017,2,30s,2
2017,2,30s,2
2017,2,30s,2
2017,2,30s,2
2017,2,30s,2
2017,2,30s,3
2017,2,30s,5
2017,2,30s,20
2017,2,30s,20
2017,2,30s,22
2017,2,30s,22
2017,2,30s,27
2017,2,30s,3
2017,2,30s,3
2017,2,30s,3
2017,2,30s,3
2017,2,30s,3
2017,2,30s,3
2017,2,30s,3
2017,2,30s,4
2017,2,30s,4
2017,2,30s,5
2017,2,30s,17
2017,2,30s,5
2017,2,30s,5
2017,2,30s,5
2017,2,30s,5
2017,2,30s,25
2017,2,30s,10
2017,2,30s,8
2017,2,30s,9
2017,2,30s,9
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,1
2017,1,30s,2
2017,1,30s,3
2017,1,30s,5
2017,1,30s,6
2017,1,30s,1
2017,1,30s,1
2017,1,30s,1
2017,1,30s,10
2017,1,30s,10
2017,1,30s,25
2017,1,30s,12
2017,1,30s,12
2017,1,30s,2
2017,1,30s,5
2017,1,30s,5
2017,1,30s,7
2017,1,30s,20
2017,1,30s,20
2017,1,30s,20
2017,1,30s,50
2017,1,30s,23
2017,1,30s,24
2017,1,30s,34
2017,1,30s,3
2017,1,30s,3
2017,1,30s,3
2017,1,30s,3
2017,1,30s,5
2017,1,30s,7
2017,1,30s,30
2017,1,30s,30
2017,1,30s,31
2017,1,30s,4
2017,1,30s,5
2017,1,30s,6
2017,1,30s,6
2017,1,30s,8
2017,1,30s,23
2017,1,30s,9
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,1
2017,2,30s,10
2017,2,30s,10
2017,2,30s,10
2017,2,30s,100
2017,2,30s,12
2017,2,30s,22
2017,2,30s,2
2017,2,30s,2
2017,2,30s,2
2017,2,30s,4
2017,2,30s,22
2017,2,30s,23
2017,2,30s,24
2017,2,30s,24
2017,2,30s,34
2017,2,30s,27
2017,2,30s,3
2017,2,30s,3
2017,2,30s,3
2017,2,30s,3
2017,2,30s,3
2017,2,30s,5
2017,2,30s,6
2017,2,30s,60
2017,2,30s,4
2017,2,30s,4
2017,2,30s,6
2017,2,30s,9
2017,2,30s,5
2017,2,30s,5
2017,2,30s,11
2017,2,30s,6
2017,2,30s,6
2017,2,30s,7
2017,2,30s,8
2017,2,30s,13
2017,2,30s,9
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,1
2017,1,30s,10
2017,1,30s,10
2017,1,30s,1
2017,1,30s,2
2017,1,30s,10
2017,1,30s,10
2017,1,30s,10
2017,1,30s,11
2017,1,30s,115
2017,1,30s,24
2017,1,30s,2
2017,1,30s,2
2017,1,30s,2
2017,1,30s,3
2017,1,30s,4
2017,1,30s,5
2017,1,30s,20
2017,1,30s,20
2017,1,30s,40
2017,1,30s,23
2017,1,30s,22
2017,1,30s,3
2017,1,30s,3
2017,1,30s,3
2017,1,30s,30
2017,1,30s,30
2017,1,30s,30
2017,1,30s,30
2017,1,30s,4
2017,1,30s,4
2017,1,30s,4
2017,1,30s,40
2017,1,30s,5
2017,1,30s,5
2017,1,30s,5
2017,1,30s,5
2017,1,30s,15
2017,1,30s,10
2017,1,30s,60
2017,1,30s,63
2017,1,30s,8
2017,1,30s,9
2017,1,30s,9
2017,1,30s,9
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,1
2017,2,30s,1
2017,2,30s,1
2017,2,30s,10
2017,2,30s,10
2017,2,30s,10
2017,2,30s,10
2017,2,30s,13
2017,2,30s,15
2017,2,30s,100
2017,2,30s,11
2017,2,30s,15
2017,2,30s,2
2017,2,30s,2
2017,2,30s,2
2017,2,30s,20
2017,2,30s,20
2017,2,30s,20
2017,2,30s,30
2017,2,30s,24
2017,2,30s,25
2017,2,30s,26
2017,2,30s,26
2017,2,30s,3
2017,2,30s,3
2017,2,30s,3
2017,2,30s,3
2017,2,30s,3
2017,2,30s,3
2017,2,30s,4
2017,2,30s,9
2017,2,30s,31
2017,2,30s,4
2017,2,30s,45
2017,2,30s,5
2017,2,30s,5
2017,2,30s,6
2017,2,30s,6
2017,2,30s,7
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,10
2017,1,30s,3
2017,1,30s,30
2017,1,30s,1
2017,1,30s,1
2017,1,30s,1
2017,1,30s,1
2017,1,30s,10
2017,1,30s,10
2017,1,30s,10
2017,1,30s,24
2017,1,30s,2
2017,1,30s,2
2017,1,30s,2
2017,1,30s,2
2017,1,30s,2
2017,1,30s,2
2017,1,30s,2
2017,1,30s,2
2017,1,30s,2
2017,1,30s,4
2017,1,30s,7
2017,1,30s,20
2017,1,30s,20
2017,1,30s,22
2017,1,30s,23
2017,1,30s,24
2017,1,30s,24
2017,1,30s,24
2017,1,30s,25
2017,1,30s,25
2017,1,30s,3
2017,1,30s,5
2017,1,30s,30
2017,1,30s,4
2017,1,30s,4
2017,1,30s,4
2017,1,30s,4
2017,1,30s,5
2017,1,30s,5
2017,1,30s,5
2017,1,30s,6
2017,1,30s,13
2017,1,30s,6
2017,1,30s,7
2017,1,30s,9
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,2
2017,2,30s,3
2017,2,30s,3
2017,2,30s,1
2017,2,30s,1
2017,2,30s,1
2017,2,30s,1
2017,2,30s,1
2017,2,30s,1
2017,2,30s,3
2017,2,30s,10
2017,2,30s,10
2017,2,30s,10
2017,2,30s,10
2017,2,30s,10
2017,2,30s,10
2017,2,30s,10
2017,2,30s,17
2017,2,30s,2
2017,2,30s,2
2017,2,30s,2
2017,2,30s,2
2017,2,30s,2
2017,2,30s,2
2017,2,30s,2
2017,2,30s,2
2017,2,30s,2
2017,2,30s,3
2017,2,30s,5
2017,2,30s,5
2017,2,30s,6
2017,2,30s,20
2017,2,30s,20
2017,2,30s,20
2017,2,30s,20
2017,2,30s,200
2017,2,30s,22
2017,2,30s,22
2017,2,30s,22
2017,2,30s,24
2017,2,30s,24
2017,2,30s,24
2017,2,30s,24
2017,2,30s,29
2017,2,30s,25
2017,2,30s,3
2017,2,30s,3
2017,2,30s,3
2017,2,30s,3
2017,2,30s,3
2017,2,30s,5
2017,2,30s,5
2017,2,30s,23
2017,2,30s,30
2017,2,30s,30
2017,2,30s,30
2017,2,30s,30
2017,2,30s,30
2017,2,30s,34
2017,2,30s,34
2017,2,30s,44
2017,2,30s,4
2017,2,30s,5
2017,2,30s,5
2017,2,30s,5
2017,2,30s,5
2017,2,30s,50
2017,2,30s,6
2017,2,30s,60
2017,2,30s,7
2017,2,30s,7
2017,2,30s,9
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,0
2017,1,30s,100
2017,1,30s,3
2017,1,30s,1
2017,1,30s,1
2017,1,30s,1
2017,1,30s,1
2017,1,30s,2
2017,1,30s,10
2017,1,30s,10
2017,1,30s,10
2017,1,30s,10
2017,1,30s,12
2017,1,30s,16
2017,1,30s,2
2017,1,30s,20
2017,1,30s,20
2017,1,30s,20
2017,1,30s,20
2017,1,30s,20
2017,1,30s,24
2017,1,30s,25
2017,1,30s,3
2017,1,30s,3
2017,1,30s,3
2017,1,30s,3
2017,1,30s,30
2017,1,30s,50
2017,1,30s,9
2017,1,30s,9
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,0
2017,2,30s,1
2017,2,30s,1
2017,2,30s,1
2017,2,30s,1
2017,2,30s,1
2017,2,30s,2
2017,2,30s,10
2017,2,30s,10
2017,2,30s,13
2017,2,30s,16
2017,2,30s,11
2017,2,30s,12
2017,2,30s,15
2017,2,30s,16
2017,2,30s,2
2017,2,30s,2
2017,2,30s,2
2017,2,30s,2
2017,2,30s,2
2017,2,30s,20
2017,2,30s,20
2017,2,30s,20
2017,2,30s,20
2017,2,30s,23
2017,2,30s,25
2017,2,30s,3
2017,2,30s,3
2017,2,30s,3
2017,2,30s,3
2017,2,30s,3
2017,2,30s,3
2017,2,30s,30
2017,2,30s,30
2017,2,30s,30
2017,2,30s,30
2017,2,30s,31
2017,2,30s,31
2017,2,30s,4
2017,2,30s,4
2017,2,30s,4
2017,2,30s,4
2017,2,30s,6
2017,2,30s,5
2017,2,30s,5
2017,2,30s,5
2017,2,30s,5
2017,2,30s,6
2017,2,30s,6
2017,2,30s,6
2017,2,30s,7
2017,2,30s,10
2017,2,30s,9
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,1
2017,1,40s,9
2017,1,40s,1
2017,1,40s,1
2017,1,40s,1
2017,1,40s,10
2017,1,40s,10
2017,1,40s,13
2017,1,40s,15
2017,1,40s,16
2017,1,40s,2
2017,1,40s,2
2017,1,40s,3
2017,1,40s,22
2017,1,40s,20
2017,1,40s,20
2017,1,40s,24
2017,1,40s,24
2017,1,40s,25
2017,1,40s,25
2017,1,40s,3
2017,1,40s,3
2017,1,40s,30
2017,1,40s,4
2017,1,40s,4
2017,1,40s,40
2017,1,40s,43
2017,1,40s,70
2017,1,40s,6
2017,1,40s,7
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,1
2017,2,40s,4
2017,2,40s,1
2017,2,40s,1
2017,2,40s,1
2017,2,40s,1
2017,2,40s,1
2017,2,40s,12
2017,2,40s,2
2017,2,40s,2
2017,2,40s,2
2017,2,40s,2
2017,2,40s,2
2017,2,40s,20
2017,2,40s,22
2017,2,40s,22
2017,2,40s,22
2017,2,40s,24
2017,2,40s,25
2017,2,40s,3
2017,2,40s,5
2017,2,40s,33
2017,2,40s,40
2017,2,40s,45
2017,2,40s,5
2017,2,40s,50
2017,2,40s,6
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,1
2017,1,40s,2
2017,1,40s,10
2017,1,40s,10
2017,1,40s,10
2017,1,40s,10
2017,1,40s,100
2017,1,40s,11
2017,1,40s,20
2017,1,40s,22
2017,1,40s,3
2017,1,40s,3
2017,1,40s,30
2017,1,40s,4
2017,1,40s,5
2017,1,40s,5
2017,1,40s,10
2017,1,40s,6
2017,1,40s,7
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,1
2017,2,40s,10
2017,2,40s,20
2017,2,40s,1
2017,2,40s,1
2017,2,40s,1
2017,2,40s,2
2017,2,40s,10
2017,2,40s,10
2017,2,40s,100
2017,2,40s,15
2017,2,40s,25
2017,2,40s,20
2017,2,40s,20
2017,2,40s,20
2017,2,40s,22
2017,2,40s,23
2017,2,40s,25
2017,2,40s,26
2017,2,40s,3
2017,2,40s,3
2017,2,40s,5
2017,2,40s,5
2017,2,40s,50
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,5
2017,1,40s,1
2017,1,40s,10
2017,1,40s,10
2017,1,40s,10
2017,1,40s,23
2017,1,40s,18
2017,1,40s,2
2017,1,40s,5
2017,1,40s,6
2017,1,40s,20
2017,1,40s,20
2017,1,40s,24
2017,1,40s,25
2017,1,40s,3
2017,1,40s,3
2017,1,40s,3
2017,1,40s,4
2017,1,40s,8
2017,1,40s,30
2017,1,40s,4
2017,1,40s,40
2017,1,40s,5
2017,1,40s,15
2017,1,40s,6
2017,1,40s,7
2017,1,40s,7
2017,1,40s,8
2017,1,40s,8
2017,1,40s,9
2017,1,40s,9
2017,1,40s,9
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,10
2017,2,40s,1
2017,2,40s,1
2017,2,40s,6
2017,2,40s,10
2017,2,40s,10
2017,2,40s,100
2017,2,40s,120
2017,2,40s,2
2017,2,40s,2
2017,2,40s,2
2017,2,40s,2
2017,2,40s,2
2017,2,40s,4
2017,2,40s,5
2017,2,40s,20
2017,2,40s,20
2017,2,40s,20
2017,2,40s,20
2017,2,40s,23
2017,2,40s,25
2017,2,40s,22
2017,2,40s,22
2017,2,40s,23
2017,2,40s,24
2017,2,40s,3
2017,2,40s,3
2017,2,40s,3
2017,2,40s,6
2017,2,40s,7
2017,2,40s,5
2017,2,40s,5
2017,2,40s,7
2017,2,40s,60
2017,2,40s,7
2017,2,40s,7
2017,2,40s,9
2017,2,40s,9
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,10
2017,1,40s,10
2017,1,40s,10
2017,1,40s,12
2017,1,40s,150
2017,1,40s,2
2017,1,40s,2
2017,1,40s,2
2017,1,40s,2
2017,1,40s,20
2017,1,40s,20
2017,1,40s,25
2017,1,40s,23
2017,1,40s,24
2017,1,40s,27
2017,1,40s,3
2017,1,40s,4
2017,1,40s,4
2017,1,40s,4
2017,1,40s,6
2017,1,40s,5
2017,1,40s,5
2017,1,40s,7
2017,1,40s,13
2017,1,40s,6
2017,1,40s,8
2017,1,40s,9
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,1
2017,2,40s,1
2017,2,40s,1
2017,2,40s,1
2017,2,40s,10
2017,2,40s,10
2017,2,40s,10
2017,2,40s,10
2017,2,40s,15
2017,2,40s,2
2017,2,40s,2
2017,2,40s,2
2017,2,40s,2
2017,2,40s,20
2017,2,40s,20
2017,2,40s,20
2017,2,40s,20
2017,2,40s,24
2017,2,40s,24
2017,2,40s,24
2017,2,40s,39
2017,2,40s,26
2017,2,40s,27
2017,2,40s,3
2017,2,40s,3
2017,2,40s,34
2017,2,40s,41
2017,2,40s,4
2017,2,40s,5
2017,2,40s,5
2017,2,40s,6
2017,2,40s,6
2017,2,40s,7
2017,2,40s,8
2017,2,40s,9
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,4
2017,1,40s,6
2017,1,40s,1
2017,1,40s,1
2017,1,40s,1
2017,1,40s,10
2017,1,40s,10
2017,1,40s,25
2017,1,40s,200
2017,1,40s,4
2017,1,40s,20
2017,1,40s,20
2017,1,40s,20
2017,1,40s,240
2017,1,40s,22
2017,1,40s,3
2017,1,40s,3
2017,1,40s,3
2017,1,40s,3
2017,1,40s,6
2017,1,40s,35
2017,1,40s,42
2017,1,40s,5
2017,1,40s,5
2017,1,40s,5
2017,1,40s,7
2017,1,40s,7
2017,1,40s,70
2017,1,40s,9
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,20
2017,2,40s,1
2017,2,40s,1
2017,2,40s,1
2017,2,40s,1
2017,2,40s,1
2017,2,40s,1
2017,2,40s,1
2017,2,40s,1
2017,2,40s,6
2017,2,40s,8
2017,2,40s,10
2017,2,40s,10
2017,2,40s,10
2017,2,40s,10
2017,2,40s,10
2017,2,40s,10
2017,2,40s,11
2017,2,40s,12
2017,2,40s,100
2017,2,40s,11
2017,2,40s,13
2017,2,40s,2
2017,2,40s,2
2017,2,40s,2
2017,2,40s,2
2017,2,40s,2
2017,2,40s,2
2017,2,40s,2
2017,2,40s,20
2017,2,40s,20
2017,2,40s,20
2017,2,40s,20
2017,2,40s,23
2017,2,40s,23
2017,2,40s,27
2017,2,40s,25
2017,2,40s,25
2017,2,40s,26
2017,2,40s,3
2017,2,40s,30
2017,2,40s,31
2017,2,40s,4
2017,2,40s,5
2017,2,40s,5
2017,2,40s,6
2017,2,40s,7
2017,2,40s,8
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,1
2017,1,40s,10
2017,1,40s,10
2017,1,40s,2
2017,1,40s,5
2017,1,40s,1
2017,1,40s,1
2017,1,40s,10
2017,1,40s,10
2017,1,40s,10
2017,1,40s,10
2017,1,40s,10
2017,1,40s,12
2017,1,40s,14
2017,1,40s,20
2017,1,40s,2
2017,1,40s,2
2017,1,40s,3
2017,1,40s,32
2017,1,40s,20
2017,1,40s,20
2017,1,40s,20
2017,1,40s,20
2017,1,40s,24
2017,1,40s,3
2017,1,40s,3
2017,1,40s,3
2017,1,40s,30
2017,1,40s,30
2017,1,40s,30
2017,1,40s,4
2017,1,40s,5
2017,1,40s,14
2017,1,40s,5
2017,1,40s,5
2017,1,40s,10
2017,1,40s,6
2017,1,40s,8
2017,1,40s,7
2017,1,40s,7
2017,1,40s,12
2017,1,40s,8
2017,1,40s,9
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,1
2017,2,40s,3
2017,2,40s,40
2017,2,40s,7
2017,2,40s,1
2017,2,40s,1
2017,2,40s,1
2017,2,40s,10
2017,2,40s,10
2017,2,40s,10
2017,2,40s,10
2017,2,40s,10
2017,2,40s,10
2017,2,40s,2
2017,2,40s,2
2017,2,40s,2
2017,2,40s,2
2017,2,40s,2
2017,2,40s,2
2017,2,40s,3
2017,2,40s,4
2017,2,40s,20
2017,2,40s,20
2017,2,40s,20
2017,2,40s,20
2017,2,40s,25
2017,2,40s,26
2017,2,40s,3
2017,2,40s,3
2017,2,40s,3
2017,2,40s,30
2017,2,40s,40
2017,2,40s,50
2017,2,40s,44
2017,2,40s,5
2017,2,40s,8
2017,2,40s,6
2017,2,40s,6
2017,2,40s,6
2017,2,40s,8
2017,2,40s,7
2017,2,40s,7
2017,2,40s,8
2017,2,40s,9
2017,2,40s,9
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,10
2017,1,40s,2
2017,1,40s,14
2017,1,40s,11
2017,1,40s,12
2017,1,40s,13
2017,1,40s,22
2017,1,40s,2
2017,1,40s,2
2017,1,40s,2
2017,1,40s,20
2017,1,40s,20
2017,1,40s,20
2017,1,40s,20
2017,1,40s,22
2017,1,40s,22
2017,1,40s,25
2017,1,40s,3
2017,1,40s,3
2017,1,40s,3
2017,1,40s,3
2017,1,40s,3
2017,1,40s,4
2017,1,40s,4
2017,1,40s,5
2017,1,40s,40
2017,1,40s,5
2017,1,40s,5
2017,1,40s,5
2017,1,40s,6
2017,1,40s,10
2017,1,40s,6
2017,1,40s,8
2017,1,40s,9
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,0
2017,2,40s,15
2017,2,40s,2
2017,2,40s,2
2017,2,40s,4
2017,2,40s,1
2017,2,40s,1
2017,2,40s,1
2017,2,40s,1
2017,2,40s,4
2017,2,40s,10
2017,2,40s,10
2017,2,40s,10
2017,2,40s,10
2017,2,40s,11
2017,2,40s,11
2017,2,40s,11
2017,2,40s,13
2017,2,40s,14
2017,2,40s,14
2017,2,40s,15
2017,2,40s,15
2017,2,40s,2
2017,2,40s,2
2017,2,40s,2
2017,2,40s,2
2017,2,40s,5
2017,2,40s,20
2017,2,40s,20
2017,2,40s,20
2017,2,40s,20
2017,2,40s,22
2017,2,40s,25
2017,2,40s,22
2017,2,40s,23
2017,2,40s,24
2017,2,40s,55
2017,2,40s,27
2017,2,40s,3
2017,2,40s,3
2017,2,40s,3
2017,2,40s,3
2017,2,40s,3
2017,2,40s,3
2017,2,40s,3
2017,2,40s,3
2017,2,40s,30
2017,2,40s,30
2017,2,40s,4
2017,2,40s,4
2017,2,40s,4
2017,2,40s,8
2017,2,40s,40
2017,2,40s,5
2017,2,40s,5
2017,2,40s,5
2017,2,40s,7
2017,2,40s,6
2017,2,40s,11
2017,2,40s,7
2017,2,40s,9
2017,2,40s,9
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
2017,1,40s,0
