Publisher,Category,Title,Sales,Year,Month,Age
경향미디어,경제경영,가상화폐 단타의 정석,70 권,2021,09,3
모모,소설,요리코를 위해,68 권,2021,09,3
대원씨아이,만화/라이트노벨,원피스 99: 밀짚모자 루피,64 권,2021,09,3
미래엔아이세움,아동,흔한남매의 흔한 호기심 4,63 권,2021,09,3
말글터,시/에세이,마음의 주인,66 권,2021,09,3
지식너머,가정과 생활,김수연의 아기 발달 백과,60 권,2021,09,3
떠오름(RISE),자기계발,더 보스(The Boss),59 권,2021,09,3
현대문학,소설,백조와 박쥐,54 권,2021,09,3
스튜디오오드리,시/에세이,아무것도 모른 채 어른이 되었다,56 권,2021,09,3
미래엔아이세움,아동,에그박사 4,53 권,2021,09,3
페이지2북스,경제경영,강방천&존리와 함께하는 나의 첫 주식 교과서,52 권,2021,09,3
서사원,가정과 생활,세상 쉽고 맛있는 튼이 이유식,53 권,2021,09,3
유니책방,가정과 생활,삐뽀삐뽀 119 소아과,50 권,2021,09,3
스노우폭스북스,경제경영,돈의 속성(200쇄 리커버에디션),49 권,2021,09,3
갤리온,자기계발,기분이 태도가 되지 않게,65 권,2021,09,3
국일증권경제연구소,경제경영,전설로 떠나는 월가의 영웅,49 권,2021,09,3
팩토리나인,소설,달러구트 꿈 백화점. 2,601 권,2021,09,4
팩토리나인,소설,달러구트 꿈 백화점,478 권,2021,09,4
문학동네,소설,작별하지 않는다,272 권,2021,09,4
비상교육,초중고생학습서,오투 중등 과학 2-2(2021),259 권,2021,09,4
북로망스,자기계발,럭키,244 권,2021,09,4
비상교육,초중고생학습서,오투 중등 과학 3-2(2021),231 권,2021,09,4
모모,소설,"오늘 밤, 세계에서 이 사랑이 사라진다 해도(20만 부 기념 리커버 에디션)",207 권,2021,09,4
차이정원,경제경영,미래의 부,207 권,2021,09,4
블랙피쉬,예술/대중문화,방구석 미술관,195 권,2021,09,4
다산북스,경제경영,대한민국 재건축 재개발 지도,192 권,2021,09,4
비룡소,아동,양순이네 떡집,173 권,2021,09,4
어크로스,인문,소크라테스 익스프레스(20만 부 기념 윈터 에디션),171 권,2021,09,4
주니어김영사,아동,흔한남매 과학 탐험대. 2: 지구와 달,162 권,2021,09,4
나무옆의자,소설,불편한 편의점(15만부 기념 윈터 에디션),160 권,2021,09,4
위너스북,경제경영,투자의 본질,159 권,2021,09,4
좋은책신사고,초중고생학습서,쎈 중등 수학 2(하)(2021),148 권,2021,09,4
아울북,아동,정재승의 인간탐구보고서. 7: 인간은 타고난 거짓말쟁이다,134 권,2021,09,4
좋은책신사고,초중고생학습서,쎈 중등 수학3(하)(2021),140 권,2021,09,4
아울북,아동,Go Go 카카오프렌즈. 21: 캐나다,131 권,2021,09,4
미래엔아이세움,아동,흔한남매의 흔한 호기심. 4,124 권,2021,09,4
다산북스,청소년,이토록 공부가 재미있어지는 순간(30만부 기념 매직 에디션),124 권,2021,09,4
아이휴먼,아동,설민석의 한국사 대모험. 17,117 권,2021,09,4
김영사,시/에세이,햇빛은 찬란하고 인생은 귀하니까요: 밀라논나 이야기,119 권,2021,09,4
김영사,가정과 생활,어떻게 말해줘야 할까,136 권,2021,09,4
알에이치코리아,경제경영,나는 주식 대신 달러를 산다,114 권,2021,09,4
인플루엔셜,인문,생각을 바꾸는 생각들,111 권,2021,09,4
서삼독,자기계발,서울 자가에 대기업 다니는 김 부장 이야기. 1: 김부장 편,112 권,2021,09,4
앤의서재,인문,어른의 어휘력,112 권,2021,09,4
창비,소설,아몬드,106 권,2021,09,4
좋은책신사고,초중고생학습서,쎈 중등 수학1(하)(2021),107 권,2021,09,4
은행나무,소설,완전한 행복,99 권,2021,09,4
페이지2북스,경제경영,시대의 1등주를 찾아라,95 권,2021,09,4
인플루엔셜,소설,미드나잇 라이브러리(25만부 기념 퍼플 에디션),94 권,2021,09,4
미래엔아이세움,아동,흔한남매. 8,91 권,2021,09,4
페이지2북스,경제경영,복잡계 세상에서의 투자,88 권,2021,09,4
파란미디어,소설,홍천기 세트(리커버 에디션),86 권,2021,09,4
현대문학,소설,백조와 박쥐,86 권,2021,09,4
열린책들,소설,달콤한 복수 주식회사,84 권,2021,09,4
에듀원,초중고생학습서,100발100중 기출문제집 중학 영어 2-2 중간고사(동아 윤정미)(2021),86 권,2021,09,4
EBS한국교육방송공사,초중고생학습서,EBS 고등 영어영역 Final 실전모의고사(2021)(2022 수능대비),96 권,2021,09,4
비상교육,초중고생학습서,오투 중등 과학 1-2(2021),81 권,2021,09,4
좋은책신사고,초중고생학습서,쎈 초등 수학 4-2(2021),93 권,2021,09,4
EBS한국교육방송공사,초중고생학습서,EBS 고등 수학영역 Final 실전모의고사(2021)(2022 수능대비),84 권,2021,09,4
에듀원,초중고생학습서,100발100중 기출문제집 중학 영어 3-2 중간고사(동아 윤정미)(2021),87 권,2021,09,4
지혜로,경제경영,아파트 청약 이렇게 쉬웠어?,98 권,2021,09,4
서삼독,자기계발,서울 자가에 대기업 다니는 김 부장 이야기. 2: 정 대리 권 사원 편,83 권,2021,09,4
이투스북,초중고생학습서,Word Master 수능 2000,77 권,2021,09,4
천재교육,초중고생학습서,체크체크 국어 중학 2-2(천재 박영목) 교과서편(2021),74 권,2021,09,4
문학동네,소설,작별하지 않는다,187 권,2021,09,5
팩토리나인,소설,달러구트 꿈 백화점. 2,125 권,2021,09,5
팩토리나인,소설,달러구트 꿈 백화점,117 권,2021,09,5
차이정원,경제경영,미래의 부,108 권,2021,09,5
어크로스,인문,소크라테스 익스프레스(20만 부 기념 윈터 에디션),104 권,2021,09,5
위너스북,경제경영,투자의 본질,92 권,2021,09,5
북로망스,자기계발,럭키,91 권,2021,09,5
블랙피쉬,예술/대중문화,방구석 미술관,86 권,2021,09,5
다산북스,경제경영,대한민국 재건축 재개발 지도,81 권,2021,09,5
김영사,시/에세이,햇빛은 찬란하고 인생은 귀하니까요: 밀라논나 이야기,84 권,2021,09,5
인플루엔셜,인문,생각을 바꾸는 생각들,77 권,2021,09,5
모모,소설,"오늘 밤, 세계에서 이 사랑이 사라진다 해도(20만 부 기념 리커버 에디션)",73 권,2021,09,5
페이지2북스,경제경영,시대의 1등주를 찾아라,67 권,2021,09,5
나무옆의자,소설,불편한 편의점(15만부 기념 윈터 에디션),58 권,2021,09,5
라이팅하우스,인문,상처 받지 않는 영혼,57 권,2021,09,5
열린책들,소설,달콤한 복수 주식회사,54 권,2021,09,5
인플루엔셜,소설,미드나잇 라이브러리(25만부 기념 퍼플 에디션),52 권,2021,09,5
EBS한국교육방송공사,초중고생학습서,EBS 고등 영어영역 Final 실전모의고사(2021)(2022 수능대비),55 권,2021,09,5
비상교육,초중고생학습서,오투 중등 과학 2-2(2021),52 권,2021,09,5
알에이치코리아,경제경영,나는 주식 대신 달러를 산다,49 권,2021,09,5
은행나무,소설,완전한 행복,64 권,2021,09,5
페이지2북스,경제경영,복잡계 세상에서의 투자,48 권,2021,09,5
한빛비즈,사회과학,눈 떠보니 선진국,43 권,2021,09,5
앤의서재,인문,어른의 어휘력,42 권,2021,09,5
비상교육,초중고생학습서,오투 중등 과학 3-2(2021),42 권,2021,09,5
알에이치코리아,자기계발,에센셜리즘,41 권,2021,09,5
을유문화사,인문,공간의 미래,40 권,2021,09,5
메디치미디어,경제경영,거의 모든 IT의 역사(10주년 기념 스페셜 에디션),85 권,2021,09,5
매일경제신문사,인문,나는 내가 먼저입니다,38 권,2021,09,5
리더스북,경제경영,2030 축의 전환,57 권,2021,09,5
EBS한국교육방송공사,초중고생학습서,EBS 고등 국어영역 Final 실전모의고사(2021)(2022 수능대비),40 권,2021,09,5
베가북스,경제경영,메타버스 새로운 기회,34 권,2021,09,5
현대문학,소설,백조와 박쥐,34 권,2021,09,5
모든국민은주주다,경제경영,주식투자로 성공한 부자아빠 무작정 따라하기,41 권,2021,09,5
EBS한국교육방송공사,초중고생학습서,EBS 고등 수학영역 Final 실전모의고사(2021)(2022 수능대비),34 권,2021,09,5
페이지2북스,경제경영,부의 시나리오(교보 단독 20만 부 기념 리커버 에디션),33 권,2021,09,5
스노우폭스북스,경제경영,돈의 속성(150쇄 기념 에디션),32 권,2021,09,5
유노라이프,인문,남편을 버려야 내가 산다,32 권,2021,09,5
윌북,인문,나는 내가 좋은 엄마인 줄 알았습니다,32 권,2021,09,5
EBS한국교육방송공사,초중고생학습서,EBS 만점마무리 봉투모의고사 수학영역 3회분(2021)(2022 수능대비),32 권,2021,09,5
지혜로,경제경영,아파트 청약 이렇게 쉬웠어?,31 권,2021,09,5
말글터,시/에세이,마음의 주인,32 권,2021,09,5
윌북,인문,어른의 문답법,30 권,2021,09,5
흐름출판,인문,지식 편의점: 생각하는 인간 편,38 권,2021,09,5
아이커넥,자연과 과학,외계인 인터뷰,29 권,2021,09,5
좋은책신사고,초중고생학습서,쎈 중등 수학3(하)(2021),41 권,2021,09,5
와이즈베리,인문,공정하다는 착각(30만 부 기념 리커버 에디션),31 권,2021,09,5
타래,경제경영,"주식, 사자처럼 투자하고 거북이처럼 간다",29 권,2021,09,5
문학동네,소설,작별하지 않는다,46 권,2021,09,6
차이정원,경제경영,미래의 부,41 권,2021,09,6
다산북스,경제경영,대한민국 재건축 재개발 지도,27 권,2021,09,6
어크로스,인문,소크라테스 익스프레스(20만 부 기념 윈터 에디션),21 권,2021,09,6
팩토리나인,소설,달러구트 꿈 백화점. 2,22 권,2021,09,6
청어,소설,삼월의 토끼,20 권,2021,09,6
위너스북,경제경영,투자의 본질,20 권,2021,09,6
라이팅하우스,인문,상처 받지 않는 영혼,16 권,2021,09,6
알에이치코리아,경제경영,나는 주식 대신 달러를 산다,16 권,2021,09,6
김영사,시/에세이,햇빛은 찬란하고 인생은 귀하니까요: 밀라논나 이야기,19 권,2021,09,6
팩토리나인,소설,달러구트 꿈 백화점,14 권,2021,09,6
언탱글링,건강/미용,백년허리. 2: 치료편,13 권,2021,09,6
인플루엔셜,인문,생각을 바꾸는 생각들,13 권,2021,09,6
불광출판사,인문,"화, 이해하면 사라진다",12 권,2021,09,6
모든국민은주주다,경제경영,주식투자로 성공한 부자아빠 무작정 따라하기,13 권,2021,09,6
김영사,가정과 생활,어떻게 말해줘야 할까,11 권,2021,09,6
와이즈베리,인문,공정하다는 착각(30만 부 기념 리커버 에디션),11 권,2021,09,6
북로망스,자기계발,럭키,13 권,2021,09,6
페이지2북스,경제경영,시대의 1등주를 찾아라,11 권,2021,09,6
돌베개,사회과학,우리는 모두 집을 떠난다,50 권,2021,09,6
블랙피쉬,예술/대중문화,방구석 미술관,10 권,2021,09,6
리더스북,경제경영,2030 축의 전환,11 권,2021,09,6
매일경제신문사,인문,나는 내가 먼저입니다,10 권,2021,09,6
김영사,자기계발,아웃퍼포머,9 권,2021,09,6
메디치미디어,경제경영,거의 모든 IT의 역사(10주년 기념 스페셜 에디션),10 권,2021,09,6
민음인,경제경영,부자 아빠 가난한 아빠. 1(20주년 특별 기념판),8 권,2021,09,6
아티잔,건강/미용,백년운동,8 권,2021,09,6
부키,인문,노화의 종말,8 권,2021,09,6
앤의서재,인문,어른의 어휘력,8 권,2021,09,6
나무옆의자,소설,불편한 편의점(15만부 기념 윈터 에디션),14 권,2021,09,6
은행나무,소설,완전한 행복,10 권,2021,09,6
페이지2북스,경제경영,나의 첫 주식 교과서,8 권,2021,09,6
허밍버드,시/에세이,나라는 식물을 키워보기로 했다,8 권,2021,09,6
말글터,시/에세이,마음의 주인,8 권,2021,09,6
열린책들,소설,달콤한 복수 주식회사,8 권,2021,09,6
페이지2북스,경제경영,복잡계 세상에서의 투자,8 권,2021,09,6
다산북스,시/에세이,마음이 흐르는 대로,7 권,2021,09,6
을유문화사,인문,공간의 미래,7 권,2021,09,6
모모,소설,"오늘 밤, 세계에서 이 사랑이 사라진다 해도(20만 부 기념 리커버 에디션)",8 권,2021,09,6
웅진지식하우스,인문,약속의 땅,7 권,2021,09,6
까치,역사,"아이링, 칭링, 메이링",7 권,2021,09,6
사이언스북스,건강/미용,백년 목,6 권,2021,09,6
더멘토,초중고생학습서,라이트 약점체크 고등 수학(상)(2020),6 권,2021,09,6
창비,인문,죽음을 배우는 시간,6 권,2021,09,6
플랜비디자인,경제경영,메타버스,6 권,2021,09,6
언탱글링,건강/미용,백년허리. 1: 진단편,6 권,2021,09,6
베가북스,경제경영,메타버스 새로운 기회,6 권,2021,09,6
한빛비즈,사회과학,눈 떠보니 선진국,6 권,2021,09,6
카시오페아,가정과 생활,4~7세보다 중요한 시기는 없습니다,6 권,2021,09,6
문학동네,소설,아처,6 권,2021,09,6
캐롯툰,만화/라이트노벨,어느 날 공주가 되어버렸다. 6(박스 한정판),16 권,2021,10,1
EBS한국교육방송공사,초중고생학습서,EBS 만점마무리 봉투모의고사 영어영역 3회분(2021)(2022 수능대비),12 권,2021,10,1
한국교육방송공사(EBSi),초중고생학습서,고난도 시크릿X 봉투모의고사 국어영역(2021)(2022 수능대비),9 권,2021,10,1
한국교육방송공사(EBSi),초중고생학습서,고난도 시크릿X 봉투모의고사 영어영역(2021)(2022 수능대비),9 권,2021,10,1
서울미디어코믹스(서울문화사),만화/라이트노벨,명탐정 코난. 24,8 권,2021,10,1
배움,초중고생학습서,파워오브원 고등 한국지리 이것이 모의고사다 20회분(2021)(2022 수능대비),8 권,2021,10,1
EBS한국교육방송공사,초중고생학습서,EBS 고등 국어영역 Final 실전모의고사(2021)(2022 수능대비),8 권,2021,10,1
모모,소설,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",8 권,2021,10,1
은행나무,소설,구의 증명,7 권,2021,10,1
한국교육방송공사(EBSi),초중고생학습서,만점마무리 봉투모의고사 RED EDITION(국어.수학.영어 각 2회분)(2021),7 권,2021,10,1
시대인재북스,초중고생학습서,이해원 모의고사 시즌3 실전모의고사 3회분(2021)(2022 수능대비),7 권,2021,10,1
해문출판사,소설,그리고 아무도 없었다,6 권,2021,10,1
민음사,소설,인간 실격,6 권,2021,10,1
창비,소설,아몬드,6 권,2021,10,1
마더텅,초중고생학습서,마더텅 고등 생활과 윤리 수능기출문제집(2021)(2022 수능대비),6 권,2021,10,1
배움,초중고생학습서,파워오브원 고등 세계지리 이것이 모의고사다 20회분(2021)(2022 수능대비),6 권,2021,10,1
나무옆의자,소설,불편한 편의점(15만부 기념 윈터 에디션),6 권,2021,10,1
EBS한국교육방송공사,초중고생학습서,EBS 고등 영어영역 Final 실전모의고사(2021)(2022 수능대비),6 권,2021,10,1
EBS한국교육방송공사,초중고생학습서,EBS 고등 사회탐구영역 생활과 윤리 Final 실전모의고사(2021)(2022 수능대비),6 권,2021,10,1
EBS한국교육방송공사,초중고생학습서,EBS 만점마무리 봉투모의고사 수학영역 3회분(2021)(2022 수능대비),6 권,2021,10,1
시대인재북스,초중고생학습서,이해원 모의고사 파이널 실전모의고사 2회분(2021)(2022 수능대비),6 권,2021,10,1
개념원리,초중고생학습서,개념원리 고등 수학(상)(2022),5 권,2021,10,1
이투스북,초중고생학습서,Word Master 수능 2000,5 권,2021,10,1
EBS한국교육방송공사,초중고생학습서,고등 국어 윤혜정의 개념의 나비효과(미니과제)(2021)(2022 수능대비),5 권,2021,10,1
EBS한국교육방송공사,초중고생학습서,EBS 윤혜정의 나비효과 입문편(2022),5 권,2021,10,1
팩토리나인,소설,달러구트 꿈 백화점,5 권,2021,10,1
마더텅,초중고생학습서,마더텅 고등 사회 문화 수능기출문제집(2021)(2022 수능대비),5 권,2021,10,1
마더텅,초중고생학습서,마더텅 고등 물리학1 수능기출문제집(2021)(2022 수능대비),5 권,2021,10,1
비상교육,초중고생학습서,오투 중등 과학 3-2(2021),5 권,2021,10,1
마더텅,초중고생학습서,마더텅 고등 국어 영역 수능기출 모의고사 25회(2021)(2022 수능대비),5 권,2021,10,1
마더텅,초중고생학습서,마더텅 고등 화학1 수능기출 모의고사 28회(2021)(2022 수능대비),5 권,2021,10,1
마더텅,초중고생학습서,마더텅 고등 생명과학1 수능기출 모의고사 35회(2021)(2022 수능대비),5 권,2021,10,1
마더텅,초중고생학습서,마더텅 고등 사회·문화 SE 수능기출 모의고사 35회(2021)(2022 수능대비),5 권,2021,10,1
북로망스,시/에세이,작은 별이지만 빛나고 있어(10만 부 기념 한정판 에디션),5 권,2021,10,1
키출판사,초중고생학습서,예비 매3비 매일 지문 3개씩 푸는 비문학 독서 기출(2021),5 권,2021,10,1
상상국어평가연구소,초중고생학습서,상상국어N제 파이널 모의고사 언어와 매체(2021)(2022 수능 대비),5 권,2021,10,1
시대인재북스,초중고생학습서,OWL N제 AIR 화학1(2021)(2022 대비),5 권,2021,10,1
한국교육방송공사(EBSi),초중고생학습서,고난도 시크릿X 봉투모의고사 수학영역(2021)(2022 수능대비),5 권,2021,10,1
좋은때시북스,청소년,찐 가천대 논술 파이널 모의고사 문제집: 자연(2021)(2022 대비),5 권,2021,10,1
Yearling Books,외국도서,Holes (1999 Newbery Medal Winner),4 권,2021,10,1
개념원리,초중고생학습서,개념원리 고등 수학(하)(2022),4 권,2021,10,1
갤리온,자기계발,기분이 태도가 되지 않게,4 권,2021,10,1
마더텅,초중고생학습서,마더텅 고등 국어 문법(언어) 수능기출문제집(2021)(2022 수능대비),4 권,2021,10,1
마더텅,초중고생학습서,마더텅 고등 수학2 수능기출문제집(2021)(2022 수능대비),4 권,2021,10,1
미래의창,경제경영,트렌드 코리아 2022,265 권,2021,10,2
한국데이터진흥원,자격서/수험서,SQL 자격검정 실전문제,150 권,2021,10,2
챔프스터디,자격서/수험서,2021 하반기 해커스 GSAT 삼성직무적성검사 실전모의고사 수리논리/추리(온라인 시험 대비),134 권,2021,10,2
상상스퀘어,시/에세이,인생은 실전이다,103 권,2021,10,2
챔프스터디,자격서/수험서,2021 하반기 해커스 GSAT 삼성직무적성검사 통합 기본서 최신기출유형+실전모의고사(수리논리/추리),96 권,2021,10,2
팩토리나인,소설,달러구트 꿈 백화점. 2,103 권,2021,10,2
챔프스터디,자격서/수험서,2021 하반기 해커스 GSAT 삼성직무적성검사파이널 봉투모의고사 수리논리/추리(온라인 시험 대비),92 권,2021,10,2
모모,소설,"오늘 밤, 세계에서 이 사랑이 사라진다 해도(20만 부 기념 리커버 에디션)",90 권,2021,10,2
해커스어학연구소,국어/외국어/사전,해커스 토익 기출 보카 TOEIC VOCA,76 권,2021,10,2
팩토리나인,소설,달러구트 꿈 백화점,75 권,2021,10,2
캐롯툰,만화/라이트노벨,어느 날 공주가 되어버렸다. 6(박스 한정판),67 권,2021,10,2
이투스북,자격서/수험서,"2021 큰별쌤 최태성의 별별한국사 기출 500제 한국사능력검정시험 심화(1, 2, 3급)",64 권,2021,10,2
인플루엔셜,소설,미드나잇 라이브러리(25만부 기념 퍼플 에디션),60 권,2021,10,2
에듀윌,자격서/수험서,2021 하반기 에듀윌 공기업 한국전력공사 NCS+전공 봉투모의고사 4+4회,50 권,2021,10,2
나무옆의자,소설,불편한 편의점(15만부 기념 윈터 에디션),50 권,2021,10,2
토트,경제경영,부의 추월차선,49 권,2021,10,2
해커스공기업,자격서/수험서,2021 해커스 한국전력공사 KEPCO NCS+전공 봉투모의고사(하반기),45 권,2021,10,2
어크로스,인문,소크라테스 익스프레스,44 권,2021,10,2
YBM,국어/외국어/사전,토익 정기시험 기출문제집. 2: 1000 Listening(리스닝),44 권,2021,10,2
위포트,자격서/수험서,2021 하반기 위포트 GSAT 삼성직무적성검사 실전 봉투 모의고사,43 권,2021,10,2
데이터에듀,자격서/수험서,ADsP 데이터 분석 준전문가(2021),42 권,2021,10,2
북로망스,시/에세이,작은 별이지만 빛나고 있어(10만 부 기념 한정판 에디션),48 권,2021,10,2
위포트,자격서/수험서,2021 하반기 위포트 한국전력공사 KEPCO 직무능력검사 NCS 실전 봉투 모의고사,42 권,2021,10,2
김영사,시/에세이,햇빛은 찬란하고 인생은 귀하니까요: 밀라논나 이야기,43 권,2021,10,2
와이즈인컴퍼니,자격서/수험서,2021 빅데이터분석기사 실기,41 권,2021,10,2
YBM,국어/외국어/사전,토익 정기시험 기출문제집. 2: 1000 Reading(리딩),40 권,2021,10,2
에듀윌,자격서/수험서,LG그룹 인적성검사 온라인 특화 통합 기본서(2021),37 권,2021,10,2
에듀윌,자격서/수험서,위험물산업기사 실기 2주끝장(2021),37 권,2021,10,2
법률저널,자격서/수험서,2022 황변과 함께하는 로스쿨면접 Q 세트,37 권,2021,10,2
스튜디오오드리,시/에세이,나는 나에게 좋은 사람이고 싶어,37 권,2021,10,2
민음인,경제경영,부자 아빠 가난한 아빠. 1(20주년 특별 기념판),35 권,2021,10,2
코리아닷컴,자기계발,오은영의 화해,49 권,2021,10,2
황금가지,소설,듄. 1(DUNE),34 권,2021,10,2
황금가지,소설,듄 1-6 세트,34 권,2021,10,2
해커스공기업,자격서/수험서,2021 단기 합격 해커스공기업 NCS 직업기초능력평가+직무수행능력평가 통합 기본서,34 권,2021,10,2
문학동네,소설,작별하지 않는다,34 권,2021,10,2
위즈덤하우스,시/에세이,옴팡이 일력 2022,38 권,2021,10,2
인플루엔셜,경제경영,돈의 심리학,54 권,2021,10,2
해커스금융,자격서/수험서,해커스 투자자산운용사 최종핵심정리문제집,32 권,2021,10,2
해커스공무원,자격서/수험서,2022 해커스공무원 신민숙 국어 문학·비문학 합격생 필기노트,32 권,2021,10,2
북스톤,경제경영,그냥 하지 말라,33 권,2021,10,2
해커스,국어/외국어/사전,해커스 OPIc 오픽 Advanced 공략,30 권,2021,10,2
와이즈베리,인문,공정하다는 착각,30 권,2021,10,2
스튜디오오드리,시/에세이,오늘은 이만 좀 쉴게요(10만 부 기념 스페셜 에디션),31 권,2021,10,2
북로망스,자기계발,럭키,33 권,2021,10,2
스노우폭스북스,경제경영,돈의 속성(150쇄 기념 에디션),29 권,2021,10,2
위포트,자격서/수험서,2021 하반기 위포트 공기업 NCS 직업기초능력평가+직무수행능력평가 통합 기본서,29 권,2021,10,2
쌤앤파커스,건강/미용,이기는 몸,27 권,2021,10,2
미래의창,경제경영,트렌드 코리아 2022,776 권,2021,10,3
카시오페아,가정과 생활,4~7세보다 중요한 시기는 없습니다,288 권,2021,10,3
상상스퀘어,시/에세이,인생은 실전이다,258 권,2021,10,3
팩토리나인,소설,달러구트 꿈 백화점. 2,189 권,2021,10,3
김영사,가정과 생활,어떻게 말해줘야 할까,182 권,2021,10,3
팩토리나인,소설,달러구트 꿈 백화점,177 권,2021,10,3
북스톤,경제경영,그냥 하지 말라,159 권,2021,10,3
인플루엔셜,경제경영,돈의 심리학,149 권,2021,10,3
아이휴먼,아동,설민석의 한국사 대모험. 18,146 권,2021,10,3
나무옆의자,소설,불편한 편의점(15만부 기념 윈터 에디션),131 권,2021,10,3
코리아닷컴,자기계발,오은영의 화해,140 권,2021,10,3
북로망스,시/에세이,작은 별이지만 빛나고 있어(10만 부 기념 한정판 에디션),117 권,2021,10,3
김영사,시/에세이,햇빛은 찬란하고 인생은 귀하니까요: 밀라논나 이야기,100 권,2021,10,3
토트,경제경영,부의 추월차선,94 권,2021,10,3
모모,소설,"오늘 밤, 세계에서 이 사랑이 사라진다 해도(20만 부 기념 리커버 에디션)",88 권,2021,10,3
베가북스,경제경영,당신만 몰랐던 부동산 투자,83 권,2021,10,3
스노우폭스북스,경제경영,돈의 속성(150쇄 기념 에디션),81 권,2021,10,3
스튜디오오드리,시/에세이,오늘은 이만 좀 쉴게요(10만 부 기념 스페셜 에디션),92 권,2021,10,3
다산북스,경제경영,대한민국 재건축 재개발 지도,79 권,2021,10,3
북로망스,자기계발,럭키,88 권,2021,10,3
인플루엔셜,소설,미드나잇 라이브러리(25만부 기념 퍼플 에디션),77 권,2021,10,3
어크로스,인문,소크라테스 익스프레스,93 권,2021,10,3
민음인,경제경영,부자 아빠 가난한 아빠. 1(20주년 특별 기념판),77 권,2021,10,3
미래의창,경제경영,"돈, 뜨겁게 사랑하고 차갑게 다루어라",75 권,2021,10,3
웨일북(whalebooks),인문,생각한다는 착각,75 권,2021,10,3
알에이치코리아,경제경영,월급쟁이 부자로 은퇴하라,73 권,2021,10,3
단꿈아이,아동,설민석의 세계사 대모험.10,71 권,2021,10,3
유니책방,가정과 생활,삐뽀삐뽀 119 이유식,70 권,2021,10,3
에프엔미디어,경제경영,파이어족 강환국의 하면 된다! 퀀트 투자,69 권,2021,10,3
포레스트북스,가정과 생활,아들의 뇌,68 권,2021,10,3
돌베개,역사,거꾸로 읽는 세계사,68 권,2021,10,3
삼성출판사,가정과 생활,임신 출산 육아 대백과(2021~2022),65 권,2021,10,3
피카주니어(FIKA JUNIOR),유아,나는 약속을 지켜요,63 권,2021,10,3
유니책방,가정과 생활,삐뽀삐뽀 119 소아과,60 권,2021,10,3
와이즈베리,인문,공정하다는 착각,56 권,2021,10,3
문학동네,소설,작별하지 않는다,59 권,2021,10,3
토네이도,자기계발,지금은 나만의 시간입니다,57 권,2021,10,3
센시오,경제경영,주식투자 절대원칙,55 권,2021,10,3
황금가지,소설,듄. 1(DUNE),53 권,2021,10,3
황금가지,소설,듄 1-6 세트,52 권,2021,10,3
문학과지성사,소설,너를 닮은 사람,52 권,2021,10,3
한국데이터진흥원,자격서/수험서,SQL 자격검정 실전문제,53 권,2021,10,3
은행나무,소설,완전한 행복,51 권,2021,10,3
돌핀북,아동,채사장의 지대넓얕. 1: 권력의 탄생,51 권,2021,10,3
윌북,인문,필로소피 랩,51 권,2021,10,3
알키,경제경영,라오어의 미국주식 무한매수법,52 권,2021,10,3
블랙피쉬,예술/대중문화,방구석 미술관(30만 부 기념 ‘겨울 미술관’ 에디션),54 권,2021,10,3
모모,소설,소문,48 권,2021,10,3
반니,자기계발,생각하라 그리고 부자가 되어라(교보 단독 스페셜 리커버),47 권,2021,10,3
알에이치코리아,경제경영,나는 주식 대신 달러를 산다,46 권,2021,10,3
미래의창,경제경영,트렌드 코리아 2022,793 권,2021,10,4
아이휴먼,아동,설민석의 한국사 대모험. 18,471 권,2021,10,4
팩토리나인,소설,달러구트 꿈 백화점. 2,352 권,2021,10,4
팩토리나인,소설,달러구트 꿈 백화점,284 권,2021,10,4
상상스퀘어,시/에세이,인생은 실전이다,271 권,2021,10,4
단꿈아이,아동,설민석의 세계사 대모험.10,262 권,2021,10,4
나무옆의자,소설,불편한 편의점(15만부 기념 윈터 에디션),244 권,2021,10,4
북스톤,경제경영,그냥 하지 말라,196 권,2021,10,4
모모,소설,"오늘 밤, 세계에서 이 사랑이 사라진다 해도(20만 부 기념 리커버 에디션)",177 권,2021,10,4
돌베개,역사,거꾸로 읽는 세계사,165 권,2021,10,4
인플루엔셜,경제경영,돈의 심리학,164 권,2021,10,4
돌핀북,아동,채사장의 지대넓얕. 1: 권력의 탄생,150 권,2021,10,4
위즈덤하우스,아동,초등 사자소학,157 권,2021,10,4
북로망스,시/에세이,작은 별이지만 빛나고 있어(10만 부 기념 한정판 에디션),142 권,2021,10,4
북로망스,자기계발,럭키,135 권,2021,10,4
어크로스,인문,소크라테스 익스프레스(20만 부 기념 윈터 에디션),133 권,2021,10,4
미래의창,경제경영,"돈, 뜨겁게 사랑하고 차갑게 다루어라",128 권,2021,10,4
문학동네,소설,작별하지 않는다,131 권,2021,10,4
김영사,시/에세이,햇빛은 찬란하고 인생은 귀하니까요: 밀라논나 이야기,127 권,2021,10,4
베가북스,경제경영,당신만 몰랐던 부동산 투자,121 권,2021,10,4
아울북,아동,그리스 로마 신화. 25: 파리스의 심판,118 권,2021,10,4
비상교육,초중고생학습서,오투 중등 과학 3-2(2021),109 권,2021,10,4
코리아닷컴,자기계발,오은영의 화해,145 권,2021,10,4
창비,소설,아몬드,109 권,2021,10,4
좋은책신사고,초중고생학습서,쎈 중등 수학 2(하)(2021),101 권,2021,10,4
김영사,가정과 생활,어떻게 말해줘야 할까,108 권,2021,10,4
